CRS_ID,DEP_ID,CRS_NUM,CRS_CODE,CRS_NAME,CRS_DESC,CRS_GEAF,CRS_GEGH,CRS_DCOREL,CRS_UNITSTR,CRS_UNITS,CRS_PREREQ,CRS_COREQ,CRS_CROSS,CRS_NOTE,CRS_STARTTERM,CRS_ENDTERM
FBE-428,FBE,428,FBE 428,Introduction to Employment Law,Survey of current employment law topics including employment discrimination arising within modern workplaces. Legal and business strategies for managing diversity for organizational success.,,,False,,4,,,,{},,
FBE-429,FBE,429,FBE 429,International Business Law,Introductory course on the legal and regulatory environment of international business transactions.,,,False,,4,,,,{},,
FBE-430,FBE,430,FBE 430,Introduction to Decentralized Finance - DeFi,"Introduction to decentralized finance and the markets for cryptocurrencies, decentralized borrowing and lending, digital assets and nonfungible to tokens.",,,False,,2,,,,{},,
FBE-432,FBE,432,FBE 432,Corporate Financial Strategy,"Linkage between financial theory and policy and corporate strategy, the role of financial managers in developing corporate strategy; applications of concepts and techniques using cases.",,,False,,4,(ACCT 410 or BUAD 280 or BUAD 305) and (BUAD 215 or BUAD 306 or BUAD 308),,,{'prereq': ['Prerequisite:1 from (ACCT 410orBUAD 280orBUAD 305) and 1 from (BUAD 215orBUAD 306orBUAD 308)']},,
FBE-435,FBE,435,FBE 435,Applied Finance in Fixed Income Securities,Emphasis on hedging tools necessary for portfolio managers. Introduction of all securities available in fixed income and provision of tools to analyze investments.,,,False,,4,(BUAD 215 or BUAD 306 or BUAD 308),,,{'prereq': ['Prerequisite:1 from (BUAD 215orBUAD 306orBUAD 308)']},,
FBE-437,FBE,437,FBE 437,Entrepreneurial Finance,Internal financial management of developing firms. Cash flow analysis; capital budgeting; sources of financing; risk analysis; measurement of profits; and mergers and acquisitions.,,,False,,4,(BUAD 215 or BUAD 306 or BUAD 308),,,{'prereq': ['Prerequisite:1 from (BUAD 215orBUAD 306orBUAD 308)']},,
FBE-441,FBE,441,FBE 441,Investments,"Theories and applications of investment decision-making; the behavior of security prices, portfolio theory, asset pricing models, market efficiency, bond valuation and term structure, derivative securities.",,,False,,4,(BUAD 215 or BUAD 306 or BUAD 308),,,{'prereq': ['Prerequisite:1 from (BUAD 215orBUAD 306orBUAD 308)']},,
FBE-453,FBE,453,FBE 453,Practicum in Investment Management - Security Selection,"Application of investment management techniques in a laboratory setting. Stock selection, asset allocation, industry analysis, investment thesis research; off-site visits; oral and written presentations. Duplicates credit in the former FBE 453a.",,,False,,4,FBE 421,,,{'prereq': ['Prerequisite:FBE 421']},,
FBE-458,FBE,458,FBE 458,"Law of Forming, Financing and Managing Businesses","Law and ethics of agency, partnerships, corporations, limited liability companies, governmental regulation, mergers, creditor rights, secured transactions, bankruptcy, securities regulation and antitrust.",,,False,,4,,,,{},,
FBE-459,FBE,459,FBE 459,Financial Derivatives,"A rigorous introduction to the pricing and corporate use of financial derivatives -- futures, options, forwards and swaps -- on stocks, exchange rates, bonds and commodities.",,,False,,4,(BUAD 215 or BUAD 306 or BUAD 308),,,{'prereq': ['Prerequisite:1 from (BUAD 215orBUAD 306orBUAD 308)']},,
FBE-465,FBE,465,FBE 465,Real Estate Analysis and Computer Modeling,"Real estate valuation. Three approaches to valuation: Market comparison, income, and cost. Highest and best use analysis. State of the art real estate software.",,,False,,2,(FBE 391 or FBE 400),,,{'prereq': ['Prerequisite:1 from (FBE 391orFBE 400)']},,
FBE-491,FBE,491,FBE 491,Real Estate Finance Colloquium,"The roles of economics and finance in real estate. Lessons from history, the origin of real estate bubbles, how real estate markets work.",,,False,,2,,,,{},,
FBE-501,FBE,501,FBE 501,Investment Banking Fundamentals,The role of an investment banking associate. Students will effectively function as a junior banker through a sell-side merger and acquisition (M & A) process.,,,False,,1,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Business Administration, Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Financial Analysis and Valuation, Finance, Gerontology/Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
FBE-505,FBE,505,FBE 505,Behavioral Finance,"Applications of behavioral finance and how psychological forces influence investor behavior, asset prices and corporate decision-making.",,,False,,3,(GSBA 521B or GSBA 548),,,"{'prereq': ['Prerequisite:1 from (GSBA 521BorGSBA 548)'], 'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Financial Analysis and Valuation, Finance, Gerontology/Business Administration, Business Administration, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
FBE-506,FBE,506,FBE 506,Quantitative Methods in Finance,The development of single and bivariate mathematical and statistical methods used in modern finance and economics and applications of these methods. Duplicates credit in former FBE 506ab.,,,False,,3,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Finance', 'Restriction:Registration open to the following class level(s): Master Student'], 'alert': ['Note:Sections 15391 and 15392 are for MSF students only.']}",,
FBE-523,FBE,523,FBE 523,Venture Capital and Private Equity,"Advanced analysis of the economics of the private equity markets. Consider and value private securities in venture capital, initial public offerings, and leveraged buyouts. Prerequisites: GSBA-521b or GSBA-548.",,,False,,3,(GSBA 521b or GSBA 548),,,{'prereq': ['Prerequisite:1 from (GSBA 521borGSBA 548)']},,
FBE-524,FBE,524,FBE 524,Money and Capital Markets,"Review of financial institutions and markets, the determinants of interest rates, the impact of government regulation and policy on the financial system. Prerequisite: GSBA 521b or GSBA 548.",,,False,,3,(GSBA 521b or GSBA 548),,,{'prereq': ['Prerequisite:1 from (GSBA 521borGSBA 548)']},,
FBE-527,FBE,527,FBE 527,Entrepreneurial Finance,Internal financial management of developing firms. Cash flow analysis; capital budgeting; sources of financing; risk analysis; measurement of profits; and mergers and acquisitions.,,,False,,3,(GSBA 521 or GSBA 521b or GSBA 548),,,{'prereq': ['Prerequisite:1 from (GSBA 521orGSBA 521borGSBA 548)']},,
